stockRef,shape,color,clarity,lab,certiNo,treatment,weight,pricePerCts,discPerc,country,measurements,depthPerc,tablePerc,crownAngle,crownHeight,pavalionAngle,pavalionDepth,girdle,girdleThin,girdlePerc,girdleCondition,culetSize,culetCondition,polish,symmetry,fluorescenceIntensity,fluorescenceColor,fancyColor,fancyIntensity,fancyOvertone,pairStockRef,isMatchedPairSeparable,cutGrade,length,width,height,videoLink,certComment,keyToSymbols,certIssueDate,starLength,webLink,laserInscription,shade,Rap Price,lowerHalf,memberComment,blackcrown,blacktable,eyeclean,whitecrown,whitetable,handa,availability,cashDiscPrice,milky,enhancements,city,origin,cashDiscPerc,blackinclusion,identificationMarks,state,forTradeShow,CertiWebLink,LastCustomer,StoneLocation,CostPerCts,NotForWeb,T2A,Ratio,DeptCode,Stock Status
ADI-28-133,OVB,E,VS1,GIA,6515154766,,1.04000,3596.00000,-42.00000,INDIA,8.46x5.70x3.38,59.30,62.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,8.46,5.70,3.38,,Pinpoints are not shown.,"Crystal, Feather, Needle",08/01/2025 12:00:00 AM,0.00,,True,None,6200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6515154766,,INDIA,1799.37500,False,,1.484,,A
ADI-28-133A,OVB,E,VS1,GIA,3515162636,,1.00000,3534.00000,-43.00000,INDIA,8.14x5.79x3.31,57.20,62.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,8.14,5.79,3.31,,,"Feather, Needle, Pinpoint, Natural",08/01/2025 12:00:00 AM,0.00,,True,None,6200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=3515162636,,INDIA,1892.38000,False,,1.406,,A
DIN-117-65B,PSB,F,SI1,GIA,1519166260,,0.60000,1200.00000,-40.00000,INDIA,7.93x4.80x2.62,54.60,64.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,7.93,4.80,2.62,,,Feather,09/01/2025 12:00:00 AM,0.00,,True,None,2000.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1519166260,NIVODA LLP,INDIA,0.00000,False,,1.652,,M
DIN-119-73B,RD,E,IF,GIA,6511158885,,0.33000,1900.00000,-26.92308,INDIA,4.52-4.54x2.68,59.30,59.00,32.50,13.00,40.80,43.00,MED,Medium,3.50,Faceted,None,None,EX,EX,NONE,,,,,,,EX,4.54,4.52,2.68,,,Minor Details Of Polish,09/01/2025 12:00:00 AM,45.00,,True,None,2600.00000,75.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511158885,,INDIA,0.00000,False,,1.004,,A
JSA57-7A,RD,OP,VS1,GIA,6511134178,,3.28000,3200.00000,-61.44578,INDIA,9.45-9.49x5.83,61.60,57.00,35.50,15.00,40.40,42.50,MED to THK,Medium,4.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,VERY GOOD,9.49,9.45,5.83,,Additional clouds are not shown. Additional pinpoints are not shown.,"Crystal, Cloud, Feather, Indented Natural, Pinpoint, Natural, Extra Facet",07/01/2025 12:00:00 AM,50.00,,True,None,8300.00000,75.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511134178,,INDIA,0.00000,False,,1.004,,A
ADI-28-140,EM,J,VS2,IGI,675514452,,5.03000,6475.00000,-65.00000,INDIA,11.40x8.15x5.56,68.20,68.00,28.30,11.00,46.70,52.50,Slightly Thick,,0.00,,LONG,,EX,EX,VERY SLIGHT,,,,,,,VERY GOOD,11.40,8.15,5.56,,,,15/01/2025 12:00:00 AM,,,True,None,18500.00000,0.00,,,,No,,,,A,,None,,,,,,,,,https://www.igi.org/verify.php?r=675514452,,INDIA,3635.88072,False,,1.399,,A
ADI-27-127A,RAD,F,VS2,GIA,2516198752,,2.02000,7000.00000,-50.00000,INDIA,8.55x6.24x4.26,68.30,64.00,0.00,0.00,0.00,0.00,Thick,,0.00,Polished,None,None,EX,Very Good,FAINT,,,,,,,,8.55,6.24,4.26,,Surface graining is not shown.,"Feather, Crystal, Needle, Pinpoint, Natural",15/01/2025 12:00:00 AM,0.00,,True,None,14000.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2516198752,,INDIA,7006.63366,False,,1.370,,A
ADI-28-137,RD,J,SI2,GIA,6515199069,,2.09000,3150.00000,-50.00000,INDIA,8.11-8.14x5.09,62.60,57.00,35.50,15.00,41.00,43.50,Slightly Thick,,4.00,Faceted,None,None,EX,EX,FAINT,,,,,,,EX,8.14,8.11,5.09,,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.","Twinning Wisp, Crystal, Feather, Needle",14/01/2025 12:00:00 AM,50.00,,True,None,6300.00000,80.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6515199069,,INDIA,565.09091,False,,1.004,,A
ADI-28-138,RD,H,VVS1,GIA,6515199073,,3.70000,15500.00000,-38.00000,INDIA,9.78-9.84x6.16,62.80,58.00,35.50,15.00,41.20,43.50,Slightly Thick,,4.00,Faceted,None,None,EX,EX,NONE,,,,,,,EX,9.84,9.78,6.16,,,Pinpoint,14/01/2025 12:00:00 AM,50.00,,True,None,25000.00000,80.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6515199073,,INDIA,6315.52703,False,,1.006,,A
ADI-28-137B,RD,H,SI1,GIA,7513210677,,0.42000,780.00000,-48.00000,INDIA,4.80-4.82x2.97,61.80,58.00,36.00,15.50,40.60,42.50,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,FAINT,,,,,,,EX,4.82,4.80,2.97,,,"Twinning Wisp, Feather, Crystal",15/01/2025 12:00:00 AM,50.00,,True,None,1500.00000,80.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7513210677,,INDIA,689.38095,False,,1.004,,A
ADI-28-137C,RD,G,VS1,GIA,7511210665,,0.31000,896.00000,-44.00000,INDIA,4.40-4.42x2.65,60.10,59.00,32.50,13.00,41.00,43.50,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,FAINT,,,,,,,EX,4.42,4.40,2.65,,,"Crystal, Feather, Needle, Pinpoint",15/01/2025 12:00:00 AM,50.00,,True,None,1600.00000,80.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7511210665,,INDIA,0.00000,False,,1.005,,A
ADI-8-43C,RAD,G,VS1,GIA,6492411715,,0.50000,1210.00000,-45.00000,INDIA,5.14x4.07x2.76,67.80,73.00,0.00,0.00,0.00,0.00,MED to VTK,Medium,0.00,Polished,None,None,EX,Very Good,FAINT,,,,,,,,5.14,4.07,2.76,,,"Feather, Pinpoint",23/05/2024 12:00:00 AM,0.00,,True,None,2200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6492411715,,INDIA,0.00000,False,,1.263,,A
ADI-31-151A,SQMB,J,VS2,GIA,6511252389,,1.20000,1600.00000,-50.00000,INDIA,6.05x5.76x4.19,72.80,75.00,0.00,0.00,0.00,0.00,Thin to Thick,Thin,0.00,Polished,None,None,EX,Very Good,NONE,,,,,,,,6.05,5.76,4.19,,Pinpoints are not shown.,"Needle, Crystal, Cloud, Feather",21/01/2025 12:00:00 AM,0.00,,True,None,3200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511252389,,INDIA,935.48333,False,,1.050,,A
ADI-31-153A,SQEM,F,IF,GIA,2518252819,,3.37000,16900.00000,-48.00000,INDIA,8.44x8.36x5.39,64.40,66.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,8.44,8.36,5.39,,Minor details of polish are not shown.,,22/01/2025 12:00:00 AM,0.00,,True,None,32500.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2518252819,,INDIA,12505.48071,False,,1.010,,A
ADI-31-146A,EM,D,VS1,GIA,2516302372,,0.46000,1188.00000,-46.00000,INDIA,5.42x3.85x2.43,63.10,64.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Polished,None,None,EX,Very Good,NONE,,,,,,,,5.42,3.85,2.43,,,"Crystal, Feather, Needle, Pinpoint",29/01/2025 12:00:00 AM,0.00,,True,None,2200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2516302372,,INDIA,2677.84783,False,,1.408,,A
ADI-30-144,RD,D,VVS1,GIA,5232493115,,4.51000,32250.00000,-50.00000,INDIA,10.51-10.56x6.52,61.90,59.00,36.00,15.00,40.80,43.00,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,NONE,,,,,,,EX,10.56,10.51,6.52,,Clarity grade is based on internal graining that is not shown.,,19/03/2025 12:00:00 AM,50.00,,True,None,64500.00000,80.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5232493115,R2NET_SEGOMA,INDIA,10980.49889,False,,1.005,,M
ADI-30-145A,EM,H,IF,GIA,6512293418,,1.04000,2632.00000,-53.00000,INDIA,7.08x4.70x3.08,65.60,64.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Polished,None,None,EX,EX,FAINT,,,,,,,,7.08,4.70,3.08,,Minor details of polish are not shown.,,29/01/2025 12:00:00 AM,0.00,,True,None,5600.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6512293418,R2NET_SEGOMA,INDIA,6653.02885,False,,1.506,,M
ADI-31-147A,EM,G,VVS1,GIA,7513302179,,0.73000,1995.00000,-43.00000,INDIA,6.06x4.33x2.90,66.90,65.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Polished,None,None,EX,Very Good,NONE,,,,,,,,6.06,4.33,2.90,,,Pinpoint,28/01/2025 12:00:00 AM,0.00,,True,None,3500.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7513302179,,INDIA,1121.09589,False,,1.400,,A
ADI-31-148,RD,K,VVS1,GIA,6515295992,,1.51000,3024.00000,-46.00000,INDIA,7.36-7.41x4.51,61.00,57.00,34.00,14.50,40.60,42.50,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,FAINT,,,,,,,EX,7.41,7.36,4.51,,,Feather,28/01/2025 12:00:00 AM,50.00,,True,None,5600.00000,75.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6515295992,,INDIA,1184.43046,False,,1.007,,A
ADI-31-150,RD,F,VS2,GIA,1515295994,,1.56000,5871.00000,-43.00000,INDIA,7.36-7.39x4.59,62.30,57.00,36.00,15.50,40.60,42.50,Slightly Thick,,4.00,Faceted,None,None,EX,EX,NONE,,,,,,,EX,7.39,7.36,4.59,,Additional pinpoints are not shown.,"Crystal, Feather, Pinpoint",28/01/2025 12:00:00 AM,50.00,,True,None,10300.00000,80.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1515295994,R2NET_SEGOMA,INDIA,3161.04487,False,,1.004,,M
ADI-28-139A,PSB,D,VVS1,GIA,6512423719,,0.41000,1430.00000,-45.00000,INDIA,6.97x4.18x2.39,57.30,61.00,0.00,0.00,0.00,0.00,Medium to Very Thick,Medium,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,6.97,4.18,2.39,,,Pinpoint,17/02/2025 12:00:00 AM,0.00,,True,None,2600.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6512423719,R2NET_SEGOMA,INDIA,9738.60976,False,,1.667,,M
ADI-31-152,RAD,F,SI1,GIA,2518301062,,3.02000,10920.00000,-44.00000,INDIA,9.65x7.37x5.03,68.20,67.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,9.65,7.37,5.03,,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Feather, Crystal, Needle",29/01/2025 12:00:00 AM,0.00,,True,None,19500.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2518301062,R2NET_SEGOMA,INDIA,6803.08278,False,,1.309,,M
ADI-31-155A,RAD,G,SI1,GIA,1513301077,,2.01000,6099.00000,-43.00000,INDIA,8.53x6.32x4.34,68.60,66.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,8.53,6.32,4.34,,"Pinpoints, clouds, internal graining and surface graining are not shown.","Crystal, Knot, Feather, Needle",29/01/2025 12:00:00 AM,0.00,,True,None,10700.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1513301077,,INDIA,4957.58706,False,,1.350,,A
ADI-28-135B,EM,G,SI1,GIA,5513328263,,0.90000,1024.00000,-68.00000,INDIA,6.77x4.77x3.00,62.90,66.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Polished,None,None,EX,Very Good,Strong,Blue,,,,,,,6.77,4.77,3.00,,,"Feather, Etch Channel",03/02/2025 12:00:00 AM,0.00,,True,None,3200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5513328263,,INDIA,868.98889,False,,1.419,,A
ADI-31-155B,PSB,E,VVS2,GIA,6512322936,,0.60000,1560.00000,-40.00000,INDIA,7.41x4.76x2.92,61.40,59.00,0.00,0.00,0.00,0.00,Medium to Very Thick,Medium,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,7.41,4.76,2.92,,,"Needle, Pinpoint, Feather, Surface Graining",30/01/2025 12:00:00 AM,0.00,,True,None,2600.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6512322936,,INDIA,5640.43333,False,,1.557,,A
ADI-34-159D,EM,J,VVS2,IGI,683556972,,1.74000,2436.00000,-58.00000,INDIA,8.36x5.76x3.60,62.50,63.00,33.60,13.00,42.00,45.50,MED to THK,Medium,0.00,,LONG,,EX,EX,NONE,,,,,,,VERY GOOD,8.36,5.76,3.60,,,,19/02/2025 12:00:00 AM,,,True,None,5800.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.igi.org/verify.php?r=683556972,,INDIA,877.74138,False,,1.451,,M
VISA333B,PSB,D,SI2,GIA,5513265632,,3.01000,9450.00000,-46.00000,INDIA,13.07x7.77x4.74,61.00,58.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,13.07,7.77,4.74,,Pinpoints are not shown.,"Crystal, Feather, Needle",24/01/2025 12:00:00 AM,0.00,,True,None,17500.00000,0.00,,,,No,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5513265632,,INDIA,0.00000,False,,1.682,,A
ADI-28-132A,OVB,E,SI1,GIA,1515385734,,0.51000,1218.00000,-42.00000,INDIA,6.60x4.63x2.66,57.40,61.00,0.00,0.00,0.00,0.00,Medium to Very Thick,Medium,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,6.60,4.63,2.66,,,Feather,07/02/2025 12:00:00 AM,0.00,,True,None,2100.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1515385734,,INDIA,4455.72549,False,,1.425,,A
DIN-119-74B,PSB,D,SI1,GIA,6512359363,,0.51000,1100.00000,-50.00000,INDIA,7.42x4.50x2.51,55.70,61.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,7.42,4.50,2.51,,,"Crystal, Needle",05/02/2025 12:00:00 AM,0.00,,True,None,2200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6512359363,,INDIA,0.00000,False,,1.649,,A
DIN-117-66G,PSB,D,VS2,GIA,2516359420,,0.52000,1296.00000,-46.00000,INDIA,7.06x4.49x2.66,59.30,58.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,7.06,4.49,2.66,,,"Crystal, Cloud, Feather",05/02/2025 12:00:00 AM,0.00,,True,None,2400.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2516359420,,INDIA,0.00000,False,,1.572,,M
DIN-117-66I,PSB,D,SI2,GIA,7516408683,,1.00000,2028.00000,-48.00000,INDIA,9.08x5.51x3.34,60.60,58.00,0.00,0.00,0.00,0.00,Medium to Very Thick,Medium,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,9.08,5.51,3.34,,Additional clouds are not shown.,"Feather, Cavity, Crystal, Cloud",17/02/2025 12:00:00 AM,0.00,,True,None,3900.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7516408683,R2NET_SEGOMA,INDIA,0.00000,False,,1.648,,M
ADI-28-141D,OVB,G,VVS2,GIA,6512406847,,3.03000,15680.00000,-36.00000,INDIA,12.16x8.12x4.81,59.10,58.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,12.16,8.12,4.81,,Additional pinpoints are not shown.,"Needle, Pinpoint",13/02/2025 12:00:00 AM,0.00,,True,None,24500.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6512406847,R2NET_SEGOMA,INDIA,4621.85479,False,,1.498,,M
DIN-117-66A,PSB,D,VS1,GIA,1515368723,,1.11000,3819.00000,-43.00000,INDIA,9.75x5.83x3.41,58.40,58.00,0.00,0.00,0.00,0.00,MED to VTK,Medium,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,9.75,5.83,3.41,,"Additional clouds, pinpoints and surface graining are not shown.","Crystal, Feather, Cloud, Indented Natural",10/02/2025 12:00:00 AM,0.00,,True,None,6700.00000,0.00,,,,Yes,,,,A,,Yes,,,,,,,,,https://www.gia.edu/report-check?reportno=1515368723,,INDIA,0.00000,False,,1.672,,A
DIN-120-76B,PSB,J,SI2,GIA,6515379005,,0.72000,832.00000,-48.00000,INDIA,7.84x4.90x3.07,62.70,58.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,7.84,4.90,3.07,,,Crystal,10/02/2025 12:00:00 AM,0.00,,True,MIX,1600.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6515379005,,INDIA,0.00000,False,,1.600,,A
ELSAR02A,EM,H,VVS1,GIA,5516469911,,1.50000,4136.00000,-53.00000,INDIA,7.51x5.34x3.66,68.50,65.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Polished,None,None,EX,Very Good,NONE,,,,,,,,7.51,5.34,3.66,,Surface graining is not shown.,"Pinpoint, Feather",19/02/2025 12:00:00 AM,0.00,,True,None,8800.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5516469911,R2NET_SEGOMA,INDIA,0.00000,False,,1.406,,M
VISA333F,RD,D,SI1,GIA,2516384597,,0.50000,1200.00000,-50.00000,INDIA,5.09-5.13x3.12,61.20,61.00,33.00,13.00,41.60,44.00,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,NONE,,,,,,,EX,5.13,5.09,3.12,,,Crystal,12/02/2025 12:00:00 AM,50.00,,True,None,2400.00000,80.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2516384597,R2NET_SEGOMA,INDIA,0.00000,False,,1.008,,M
VISA333C,PSB,D,SI2,GIA,6512300261,,2.02000,5150.00000,-50.00000,INDIA,11.61x6.97x3.98,57.10,59.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,11.61,6.97,3.98,,Pinpoints are not shown.,"Crystal, Feather, Cavity, Needle, Natural",03/02/2025 12:00:00 AM,0.00,,True,None,10300.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6512300261,,INDIA,0.00000,False,,1.666,,A
VISA363B,EM,E,VVS2,GIA,2516347445,,1.51000,6032.00000,-48.00000,INDIA,8.21x5.46x3.55,64.90,65.00,0.00,0.00,0.00,0.00,Thin to Medium,Thin,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,8.21,5.46,3.55,,,"Feather, Pinpoint",05/02/2025 12:00:00 AM,0.00,,True,None,11600.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2516347445,R2NET_SEGOMA,INDIA,0.00000,False,,1.504,,M
VISA353D,PSB,E,SI1,GIA,2518347437,,1.00000,2021.00000,-53.00000,INDIA,9.01x5.65x3.35,59.30,60.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,EX,Medium,Blue,,,,,,,9.01,5.65,3.35,,,"Feather, Crystal, Needle, Pinpoint",05/02/2025 12:00:00 AM,0.00,,True,None,4300.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2518347437,R2NET_SEGOMA,INDIA,0.00000,False,,1.595,,M
ADI-28-141F,PSB,F,SI2,GIA,2514500517,,2.00000,4732.00000,-48.00000,INDIA,11.52x6.66x4.11,61.70,61.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,11.52,6.66,4.11,,Pinpoints are not shown.,"Crystal, Feather, Needle, Indented Natural",26/02/2025 12:00:00 AM,0.00,,True,None,9100.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2514500517,R2NET_SEGOMA,INDIA,4707.86000,False,,1.730,,M
ADI-14-86,PC,G,I2,,,,8.40000,5202.00000,44.50000,INDIA,0-0*0,75.50,70.40,,,,,,,,,,,EX,EX,NON,,,,,,,,11.17,10.89,8.22,,,,,,,False,None,3600.00000,0.00,,,,No,,,,A,,None,,,,,,,,,,,INDIA,10496.64762,False,,1.026,,A
ADI-28-141H,PSB,F,I1,GIA,6512598739,,0.70000,912.00000,-43.00000,INDIA,7.66x4.93x3.03,61.50,62.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,7.66,4.93,3.03,,,Feather,10/03/2025 12:00:00 AM,0.00,,True,None,1600.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6512598739,R2NET_SEGOMA,INDIA,4471.04286,False,,1.554,,M
ADI-34-159N,PSM,I,VS1,IGI,685588873,,1.00000,1443.00000,-63.00000,INDIA,9.43x5.55x3.36,60.50,62.00,29.10,10.50,38.90,46.50,MED to THK,Medium,0.00,Faceted,POINTED,,EX,Very Good,NONE,,,,,,,VERY GOOD,9.43,5.55,3.36,,,,06/03/2025 12:00:00 AM,,,True,None,3900.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.igi.org/verify.php?r=685588873,AGARWAL DIAM EXPO PVT LTD,INDIA,879.66000,False,,1.699,,M
ADI-28-139,HTB,F,SI1,GIA,6512614838,,1.50000,3744.00000,-48.00000,INDIA,6.84x8.05x4.46,55.40,61.00,0.00,0.00,0.00,0.00,ETK,,0.00,Faceted,None,None,EX,Very Good,FAINT,,,,,,,,6.84,8.05,4.46,,Pinpoints are not shown. Clouds are not shown.,"Feather, Crystal, Needle",18/03/2025 12:00:00 AM,0.00,,True,None,7200.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6512614838,R2NET_SEGOMA,INDIA,8146.02000,False,,0.850,,M
ADI-29-143,RAD,D,VS2,GIA,2235535850,,4.02000,19500.00000,-48.00000,INDIA,10.65x7.79x5.42,69.60,66.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,10.65,7.79,5.42,,Clouds are not shown. Pinpoints are not shown.,"Crystal, Feather, Needle",08/04/2025 12:00:00 AM,0.00,,True,None,37500.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2235535850,R2NET_SEGOMA,INDIA,10615.24129,False,,1.367,,M
ADI-34-159I,PSB,J,VS1,GIA,6511614965,,1.00000,1938.00000,-43.00000,INDIA,9.06x5.45x3.48,64.00,60.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,9.06,5.45,3.48,,,"Crystal, Feather, Needle, Pinpoint",12/03/2025 12:00:00 AM,0.00,,True,None,3400.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511614965,,INDIA,1057.75000,False,,1.662,,M
ADI-34-159P,RD,I,VS2,GIA,6511626062,,0.40000,756.00000,-46.00000,INDIA,4.76-4.78x2.93,61.40,58.00,36.00,15.00,41.00,43.50,Thin to Medium,Thin,3.00,Faceted,None,None,EX,EX,NONE,,,,,,,EX,4.78,4.76,2.93,,,Crystal,13/03/2025 12:00:00 AM,50.00,,True,None,1400.00000,80.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511626062,R2NET_SEGOMA,INDIA,1025.37500,False,,1.004,,M
VISA360B,RAD,F,VVS2,GIA,7513452147,,2.82000,10720.00000,-33.00000,INDIA,9.33x7.00x4.86,69.50,65.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,9.33,7.00,4.86,,,"Crystal, Needle, Pinpoint, Feather",19/02/2025 12:00:00 AM,0.00,,True,None,16000.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7513452147,R2NET_SEGOMA,INDIA,0.00000,False,,1.333,,M
