stockRef,shape,color,clarity,lab,certiNo,treatment,weight,pricePerCts,discPerc,country,measurements,depthPerc,tablePerc,crownAngle,crownHeight,pavalionAngle,pavalionDepth,girdle,girdleThin,girdlePerc,girdleCondition,culetSize,culetCondition,polish,symmetry,fluorescenceIntensity,fluorescenceColor,fancyColor,fancyIntensity,fancyOvertone,pairStockRef,isMatchedPairSeparable,cutGrade,length,width,height,videoLink,certComment,keyToSymbols,certIssueDate,starLength,webLink,laserInscription,shade,Rap Price,lowerHalf,memberComment,blackcrown,blacktable,eyeclean,whitecrown,whitetable,handa,availability,cashDiscPrice,milky,enhancements,city,origin,cashDiscPerc,blackinclusion,identificationMarks,state,forTradeShow,CertiWebLink,LastCustomer,StoneLocation,CostPerCts,NotForWeb,T2A,Ratio,DeptCode,Stock Status
VISA364B,EM,D,FL,GIA,6511619085,,1.52000,8742.00000,-38.00000,INDIA,7.61x5.41x3.56,65.70,61.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,7.61,5.41,3.56,,,,24/03/2025 12:00:00 AM,0.00,,True,None,14100.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511619085,R2NET_SEGOMA,INDIA,0.00000,False,,1.407,,M
DIN-120-76D,MQ,I,SI1,GIA,6515861387,,3.08000,9660.00000,-31.00000,INDIA,15.34x7.55x4.59,60.70,58.00,0.00,0.00,0.00,0.00,MED to VTK,Medium,0.00,Faceted,None,None,EX,EX,FAINT,,,,,,,,15.34,7.55,4.59,,Clouds are not shown. Pinpoints are not shown.,"Crystal, Feather, Needle, Natural",14/04/2025 12:00:00 AM,0.00,,True,None,14000.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6515861387,,INDIA,0.00000,False,,2.032,,A
VISA359G,RD,H,VS2,GIA,6511619596,,1.05000,2496.00000,-48.00000,INDIA,6.46-6.48x4.07,62.90,57.00,36.00,16.00,41.20,43.50,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,FAINT,,,,,,,EX,6.48,6.46,4.07,,Pinpoints are not shown.,"Crystal, Feather, Needle",21/03/2025 12:00:00 AM,50.00,,True,None,4800.00000,80.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511619596,R2NET_SEGOMA,INDIA,0.00000,False,,1.003,,M
VISA359B,PSB,H,SI1,GIA,6511618798,,1.50000,3534.00000,-43.00000,INDIA,10.14x6.42x3.95,61.40,59.00,0.00,0.00,0.00,0.00,Medium to Very Thick,Medium,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,10.14,6.42,3.95,,Pinpoints are not shown.,"Feather, Crystal, Cavity, Needle",21/03/2025 12:00:00 AM,0.00,,True,None,6200.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511618798,R2NET_SEGOMA,INDIA,0.00000,False,,1.579,,M
DIN-120-76C,RD,F,VVS1,GIA,6511659284,,0.90000,4480.00000,-44.00000,INDIA,6.18-6.21x3.87,62.50,58.00,33.50,14.00,41.80,44.50,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,NONE,,,,,,,EX,6.21,6.18,3.87,,,Pinpoint,20/03/2025 12:00:00 AM,50.00,,True,None,8000.00000,80.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511659284,R2NET_SEGOMA,INDIA,0.00000,False,,1.005,,M
DIN-120-77B,EM,D,VVS2,GIA,1518651701,,0.40000,1176.00000,-51.00000,INDIA,5.10x3.62x2.25,62.20,70.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Polished,None,None,EX,Very Good,NONE,,,,,,,,5.10,3.62,2.25,,,Feather,19/03/2025 12:00:00 AM,0.00,,True,None,2400.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1518651701,R2NET_SEGOMA,INDIA,0.00000,False,,1.409,,M
ADI-30-144A,OVB,D,VVS1,GIA,2235535851,,4.02000,25300.00000,-45.00000,INDIA,12.33x8.85x5.58,63.00,59.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,12.33,8.85,5.58,,Clarity grade is based on internal graining that is not shown.,,17/04/2025 12:00:00 AM,0.00,,True,None,46000.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2235535851,R2NET_SEGOMA,INDIA,11601.65920,False,,1.393,,M
ADI-34-159C,PSB,I,VS2,IGI,689581078,,1.00000,1369.00000,-63.00000,INDIA,8.62x5.49x3.46,63.00,60.00,33.40,13.50,38.80,43.50,Very Thick,,0.00,Faceted,POINTED,,EX,EX,NONE,,,,,,,VERY GOOD,8.62,5.49,3.46,,,,17/03/2025 12:00:00 AM,,,True,None,3700.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.igi.org/verify.php?r=689581078,R2NET_SEGOMA,INDIA,1025.37000,False,,1.570,,M
ELSAR01A,RD,G,VS2,GIA,2514590760,,1.50000,4628.00000,-48.00000,INDIA,7.19-7.30x4.58,63.20,57.00,35.50,15.50,41.00,43.50,Slightly Thick,,4.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,EX,7.30,7.19,4.58,,,"Crystal, Feather, Indented Natural, Needle, Pinpoint, Natural",10/03/2025 12:00:00 AM,50.00,,True,None,8900.00000,80.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2514590760,R2NET_SEGOMA,INDIA,0.00000,False,,1.015,,M
ADI-28-141G,PSB,F,SI1,GIA,6512708757,,1.50000,3744.00000,-48.00000,INDIA,10.51x6.37x3.77,59.10,49.00,0.00,0.00,0.00,0.00,ETK,,0.00,Faceted,None,None,Very Good,GD,NONE,,,,,,,,10.51,6.37,3.77,,"Clouds, pinpoints and surface graining are not shown.","Crystal, Twinning Wisp, Cavity, Feather, Indented Natural, Needle, Natural, Extra Facet",26/03/2025 12:00:00 AM,0.00,,True,None,7200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6512708757,,INDIA,4349.79333,False,,1.650,,A
ADI-34-159F,PSB,L,SI2,IGI,694510889,,7.04000,5500.00000,-50.00000,INDIA,16.26x10.49x6.64,63.30,62.00,39.00,16.00,39.50,43.00,MED to VTK,Medium,0.00,Faceted,POINTED,,EX,EX,NONE,,,,,,,VERY GOOD,16.26,10.49,6.64,,,,03/04/2025 12:00:00 AM,,,True,None,11000.00000,0.00,,,,No,,,,A,,None,,,,,,,,,https://www.igi.org/verify.php?r=694510889,,INDIA,856.26563,False,,1.550,,A
ADI-34-159X,PS,K,SI1,HRD,250000068375,,2.01000,2035.00000,-63.00000,INDIA,11.21x7.06x4.44,62.90,63.00,0.00,10.50,0.00,48.00,MED,Medium,4.50,Faceted,,Pointed,EX,EX,nil,,,,,,,,11.21,7.06,4.44,,The stone in accordance with the mentioned number has been identified as a natural gem diamond.,,31/03/2025 12:00:00 AM,0.00,,True,None,5500.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,"https://my.hrdantwerp.com/?id,34&record_number=250000068375",,INDIA,1020.27363,False,,1.588,,A
VISA361B,EM,I,VVS2,GIA,6237499889,,4.01000,12980.00000,-41.00000,INDIA,10.94x7.70x4.97,64.50,67.00,0.00,0.00,0.00,0.00,VTN to THK,Very Thin,0.00,Polished,None,None,EX,Very Good,NONE,,,,,,,,10.94,7.70,4.97,,Surface graining is not shown.,"Needle, Feather, Pinpoint, Natural",11/03/2025 12:00:00 AM,0.00,,True,None,22000.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6237499889,R2NET_SEGOMA,INDIA,0.00000,False,,1.421,,M
DIN-120-76E,PSB,I,VVS1,GIA,2516732705,,1.50000,3900.00000,-48.00000,INDIA,9.85x6.28x4.00,63.70,58.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,9.85,6.28,4.00,,Surface graining is not shown.,"Pinpoint, Feather",27/03/2025 12:00:00 AM,0.00,,True,MIX,7500.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2516732705,R2NET_SEGOMA,INDIA,0.00000,False,,1.568,,M
ADI-30-144G,OVB,D,SI2,GIA,2517728028,,0.70000,1368.00000,-43.00000,INDIA,7.39x5.10x2.90,56.80,61.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,7.39,5.10,2.90,,,Feather,31/03/2025 12:00:00 AM,0.00,,True,None,2400.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2517728028,R2NET_SEGOMA,INDIA,12151.38571,False,,1.449,,M
ADI-34-159AG,PSB,L,SI2,GIA,2516829587,,3.02000,3658.00000,-41.00000,INDIA,13.15x8.26x4.72,57.20,60.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,13.15,8.26,4.72,,Pinpoints are not shown.,"Feather, Crystal, Needle, Natural",09/04/2025 12:00:00 AM,0.00,,True,None,6200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2516829587,,INDIA,820.22848,False,,1.592,,A
ADI-34-159R,RD,K,VS2,HRD,250000070232,,5.01000,7140.00000,-58.00000,INDIA,10.93-10.96x6.75,61.70,58.00,36.00,15.50,40.60,43.00,MED,Medium,3.50,Faceted,,Pointed,EX,EX,nil,,,,,,,EX,10.96,10.93,6.75,,The stone in accordance with the mentioned number has been identified as a natural gem diamond.,,02/04/2025 12:00:00 AM,50.00,,True,None,17000.00000,75.00,,,,Yes,,,,A,,None,,,,,,,,,"https://my.hrdantwerp.com/?id,34&record_number=250000070232",,INDIA,994.24152,False,,1.003,,A
ADI-33-158B,OVB,D,SI1,GIA,7511728025,,0.50000,1144.00000,-48.00000,INDIA,6.52x4.42x2.58,58.30,61.00,0.00,0.00,0.00,0.00,MED to STK,Medium,0.00,Faceted,None,None,Very Good,GD,NONE,,,,,,,,6.52,4.42,2.58,,,Feather,27/03/2025 12:00:00 AM,0.00,,True,None,2200.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7511728025,R2NET_SEGOMA,INDIA,10393.92000,False,,1.475,,M
ADI-29-143A,RAD,D,VS2,GIA,7512723884,,3.02000,15390.00000,-43.00000,INDIA,9.82x7.29x4.93,67.60,65.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Polished,None,None,EX,Very Good,NONE,,,,,,,,9.82,7.29,4.93,,Clouds are not shown. Additional pinpoints are not shown.,"Feather, Crystal, Needle, Pinpoint",28/03/2025 12:00:00 AM,0.00,,True,None,27000.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7512723884,R2NET_SEGOMA,INDIA,10631.96358,False,,1.347,,M
ADI-34-159AH,RD,H,SI1,IGI,691576655,,1.01000,1848.00000,-58.00000,INDIA,6.36-6.40x3.99,62.50,57.00,35.50,15.50,40.80,43.00,MED to THK,Medium,0.00,Faceted,POINTED,,EX,EX,NONE,,,,,,,EX,6.40,6.36,3.99,,IDEAL CUT ROUND BRILLIANT,,27/03/2025 12:00:00 AM,,,True,None,4400.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.igi.org/verify.php?r=691576655,,INDIA,1084.68317,False,,1.006,,A
ADI-30-144D,HTB,D,SI1,GIA,1513764592,,0.50000,1254.00000,-43.00000,INDIA,4.86x5.44x3.23,59.40,54.00,0.00,0.00,0.00,0.00,MED to STK,Medium,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,4.86,5.44,3.23,,,Crystal,03/04/2025 12:00:00 AM,0.00,,True,None,2200.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1513764592,R2NET_SEGOMA,INDIA,11821.86000,False,,0.893,,M
ADI-34-159AD,RD,I,SI2,GIA,1513761465,,0.70000,936.00000,-48.00000,INDIA,5.67-5.71x3.53,62.00,59.00,32.50,13.50,41.80,44.50,Slightly Thick,,4.50,Faceted,None,None,EX,EX,NONE,,,,,,,EX,5.71,5.67,3.53,,,"Crystal, Feather",31/03/2025 12:00:00 AM,50.00,,True,None,1800.00000,80.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1513761465,R2NET_SEGOMA,INDIA,925.14286,False,,1.007,,M
ADI-34-159T,EM,J,IF,IGI,694510890,,1.70000,2560.00000,-60.00000,INDIA,8.27x5.51x3.78,68.60,65.00,36.50,14.50,42.50,50.00,Slightly Thick,,0.00,,LONG,,EX,EX,NONE,,,,,,,VERY GOOD,8.27,5.51,3.78,,,,07/04/2025 12:00:00 AM,,,True,None,6400.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.igi.org/verify.php?r=694510890,R2NET_SEGOMA,INDIA,984.10588,False,,1.501,,M
ADI-34-159W,HTB,I,VS2,IGI,694590330,,1.04000,1566.95000,-57.65000,INDIA,6.25x6.93x4.13,59.60,59.00,35.80,13.50,40.50,41.00,Slightly Thick to Thick,,0.00,Faceted,POINTED,,EX,EX,NONE,,,,,,,VERY GOOD,6.25,6.93,4.13,,,,11/04/2025 12:00:00 AM,,,True,None,3700.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.igi.org/verify.php?r=694590330,R2NET_SEGOMA,INDIA,892.52885,False,,0.902,,M
VISA358E,RD,F,SI1,GIA,6511477262,,0.91000,2106.00000,-46.00000,INDIA,6.17-6.20x3.83,61.90,58.00,35.00,15.00,40.80,43.00,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,NONE,,,,,,,EX,6.20,6.17,3.83,,,"Crystal, Feather, Cloud",21/02/2025 12:00:00 AM,50.00,,True,None,3900.00000,80.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511477262,R2NET_SEGOMA,INDIA,0.00000,False,,1.005,,M
VISA358B,HT,H,VS2,HRD,250000048220,,7.02000,15000.00000,-50.00000,INDIA,11.43x13.38x7.81,58.40,59.00,0.00,13.00,0.00,40.50,MED,Medium,4.50,Faceted,,Pointed,EX,EX,nil,,,,,,,,11.43,13.38,7.81,,The stone in accordance with the mentioned number has been identified as a natural gem diamond.,,03/03/2025 12:00:00 AM,0.00,,False,None,30000.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,"https://my.hrdantwerp.com/?id,34&record_number=250000048220",,INDIA,0.00000,False,,0.854,,M
VISA359D,PSB,G,VS2,GIA,1517835541,,0.56000,1134.00000,-46.00000,INDIA,7.31x4.58x2.72,59.50,61.00,0.00,0.00,0.00,0.00,Medium to Very Thick,Medium,0.00,Faceted,None,None,EX,Very Good,FAINT,,,,,,,,7.31,4.58,2.72,,,"Crystal, Needle",09/04/2025 12:00:00 AM,0.00,,True,None,2100.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1517835541,,INDIA,0.00000,False,,1.596,,M
DIN-122-80B,PSB,D,VS2,GIA,6511859421,,1.00000,3192.00000,-44.00000,INDIA,8.96x5.55x3.39,61.00,61.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,8.96,5.55,3.39,,"Additional clouds, pinpoints and surface graining are not shown.","Cloud, Feather, Crystal, Knot, Needle",10/04/2025 12:00:00 AM,0.00,,True,None,5700.00000,0.00,,,,Yes,,,,M,,NONE,,,,,,,,,https://www.gia.edu/report-check?reportno=6511859421,R2NET_SEGOMA,INDIA,0.00000,False,,1.614,,M
ADI-34-159,HTB,L,VS2,IGI,694590332,,7.03000,6312.50000,-49.50000,INDIA,11.16x13.16x8.02,60.90,60.00,38.10,13.00,42.20,43.00,Very Thick,,0.00,Faceted,POINTED,,EX,EX,NONE,,,,,,,VERY GOOD,11.16,13.16,8.02,,,,09/04/2025 12:00:00 AM,,,True,None,12500.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.igi.org/verify.php?r=694590332,,INDIA,990.29018,False,,0.848,,A
ADI-34-159AC,MQ,J,VS1,GIA,5513862248,,0.80000,1512.00000,-28.00000,INDIA,10.29x4.62x2.84,61.50,63.00,0.00,0.00,0.00,0.00,ETK,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,10.29,4.62,2.84,,,"Feather, Indented Natural, Pinpoint",11/04/2025 12:00:00 AM,0.00,,True,None,2100.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5513862248,R2NET_SEGOMA,INDIA,998.38750,False,,2.227,,M
ADI-34-159AF,PSB,I,VS2,GIA,5516862597,,0.50000,1020.00000,-40.00000,INDIA,7.31x4.34x2.62,60.40,62.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,7.31,4.34,2.62,,,Feather,11/04/2025 12:00:00 AM,0.00,,True,None,1700.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5516862597,R2NET_SEGOMA,INDIA,982.20000,False,,1.684,,M
ADI-34-159AI,PSB,J,I1,GIA,1519859370,,1.00000,931.00000,-51.00000,INDIA,8.90x5.66x3.29,58.00,56.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,8.90,5.66,3.29,,Additional clouds are not shown. Pinpoints are not shown.,"Feather, Cloud, Crystal, Natural",10/04/2025 12:00:00 AM,0.00,,True,None,1900.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1519859370,R2NET_SEGOMA,INDIA,1036.17000,False,,1.572,,M
ADI-34-159G,PS,L,SI2,IGI,694590333,,10.17000,7370.00000,-47.35714,INDIA,19.14x11.97x7.37,61.60,59.00,37.10,16.00,38.80,41.00,MED to VTK,Medium,0.00,Faceted,POINTED,,EX,EX,NONE,,,,,,,VERY GOOD,19.14,11.97,7.37,,,,09/04/2025 12:00:00 AM,,,True,None,14000.00000,0.00,,,,No,,,,A,,None,,,,,,,,,https://www.igi.org/verify.php?r=694590333,,INDIA,1066.60472,False,,1.599,,A
ADI-34-159O,PSB,I,SI1,IGI,694590334,,3.01000,6300.00000,-55.00000,INDIA,12.93x8.11x4.67,57.60,61.00,36.30,14.50,36.50,38.00,Slightly Thick,,0.00,Faceted,POINTED,,EX,EX,NONE,,,,,,,VERY GOOD,12.93,8.11,4.67,,,,09/04/2025 12:00:00 AM,,,True,None,14000.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.igi.org/verify.php?r=694590334,,INDIA,1133.12625,False,,1.594,,A
ADI-34-159S,PSB,J,VVS2,IGI,694590335,,2.67000,4050.00000,-50.00000,INDIA,12.62x7.67x4.75,61.90,61.00,36.60,14.50,39.70,43.00,MED to THK,Medium,0.00,Faceted,POINTED,,EX,EX,NONE,,,,,,,VERY GOOD,12.62,7.67,4.75,,,,11/04/2025 12:00:00 AM,,,True,None,8100.00000,0.00,,,,Yes,,,,A,,NONE,,,,,,,,,https://www.igi.org/verify.php?r=694590335,,INDIA,952.00375,False,,1.645,,A
ADI-34-159Y,PSB,J,VS1,GIA,6512862102,,0.50000,944.00000,-41.00000,INDIA,7.36x4.44x2.41,54.40,60.00,0.00,0.00,0.00,0.00,ETK,,0.00,Faceted,None,None,EX,EX,NONE,,,,,,,,7.36,4.44,2.41,,,"Crystal, Feather, Pinpoint",11/04/2025 12:00:00 AM,0.00,,True,None,1600.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6512862102,R2NET_SEGOMA,INDIA,1068.54000,False,,1.658,,M
ADI-34-159Z,PSB,I,VS2,GIA,6511867431,,0.57000,1020.00000,-40.00000,INDIA,7.72x4.58x2.59,56.50,58.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,7.72,4.58,2.59,,,"Feather, Crystal",11/04/2025 12:00:00 AM,0.00,,True,None,1700.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511867431,R2NET_SEGOMA,INDIA,1060.40351,False,,1.686,,M
ADI-35-160B,OVB,D,SI1,GIA,7511867397,,1.01000,2806.00000,-39.00000,INDIA,8.42x5.56x3.22,57.90,55.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Faceted,None,None,EX,Very Good,NONE,,,,,,,,8.42,5.56,3.22,,"Additional clouds, pinpoints and internal graining are not shown.","Cloud, Crystal, Feather, Needle",14/04/2025 12:00:00 AM,0.00,,True,None,4600.00000,0.00,,,,Yes,,,,A,,NONE,,,,,,,,,https://www.gia.edu/report-check?reportno=7511867397,,INDIA,7371.52475,False,,1.514,,A
DIN-101-2B,EM,L,VVS2,IGI,606337774,,8.08000,7020.00000,-48.00000,INDIA,14.21x9.43x6.33,67.10,68.00,28.10,10.50,44.50,54.00,MED,Medium,0.00,,LONG,,EX,EX,NONE,,,,,,,VERY GOOD,14.21,9.43,6.33,,,,07/11/2023 12:00:00 AM,,,True,None,13500.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.igi.org/verify.php?r=606337774,,INDIA,0.00000,False,,1.507,,A
SP-001,EM,E,VVS1,GIA,7513250493,,1.09000,3525.00000,-53.00000,INDIA,7.00x5.04x3.21,63.60,70.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,Very Good,Very Good,NONE,,,,,,,,7.00,5.04,3.21,,Internal graining is not shown.,"Pinpoint, Feather",22/01/2025 12:00:00 AM,0.00,,True,,7500.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7513250493,,INDIA,0.00000,False,,1.389,,A
SP-002,EM,H,IF,GIA,6472218108,,1.20000,3080.00000,-45.00000,INDIA,6.91x5.02x3.45,68.80,65.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Polished,None,None,EX,Very Good,NONE,,,,,,,,6.91,5.02,3.45,,Minor details of polish are not shown.,,28/07/2023 12:00:00 AM,0.00,,True,None,5600.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6472218108,,INDIA,0.00000,False,,1.376,,A
SP-003,EM,H,VVS1,GIA,3475781608,,1.20000,2964.00000,-43.00000,INDIA,7.00x5.08x3.48,68.50,65.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,7.00,5.08,3.48,,Internal graining is not shown.,"Pinpoint, Feather",12/10/2023 12:00:00 AM,0.00,,True,None,5200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=3475781608,,INDIA,0.00000,False,,1.378,,A
SP-004,EM,G,VVS1,GIA,1508448712,,1.16000,3100.00000,-50.00000,INDIA,7.16x5.19x3.40,65.50,66.00,0.00,0.00,0.00,0.00,Thin to Slightly Thick,Thin,0.00,Polished,None,None,EX,Very Good,NONE,,,,,,,,7.16,5.19,3.40,,,"Pinpoint, Cloud",23/09/2024 12:00:00 AM,0.00,,True,None,6200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1508448712,,INDIA,0.00000,False,,1.380,,A
SP-005,EM,H,VVS1,GIA,2235053865,,1.18000,2808.00000,-46.00000,INDIA,7.54x4.92x3.32,67.50,68.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,7.54,4.92,3.32,,,"Pinpoint, Feather",23/08/2023 12:00:00 AM,0.00,,True,None,5200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2235053865,,INDIA,0.00000,False,,1.533,,A
SP-006,EM,G,IF,GIA,1498552000,,1.12000,3307.26000,-49.89000,INDIA,6.95x4.94x3.29,66.70,65.00,0.00,0.00,0.00,0.00,Very Thick,,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,6.95,4.94,3.29,,Minor details of polish are not shown.,,05/06/2024 12:00:00 AM,0.00,,True,None,6600.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1498552000,,INDIA,0.00000,False,,1.407,,A
SP-007,EM,H,IF,GIA,7421585789,,1.20000,2688.00000,-52.00000,INDIA,6.90x5.01x3.47,69.30,60.00,0.00,0.00,0.00,0.00,ETK,,0.00,,None,None,EX,EX,FAINT,,,,,,,,6.90,5.01,3.47,,Minor details of polish are not shown.,,10/03/2022 12:00:00 AM,0.00,,True,None,5600.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7421585789,,INDIA,0.00000,False,,1.377,,A
SP-008,EM,E,VVS1,GIA,2514219780,,1.19000,3300.00000,-56.00000,INDIA,7.25x5.04x3.35,66.40,67.00,0.00,0.00,0.00,0.00,Slightly Thick to Thick,,0.00,Polished,None,None,EX,Very Good,FAINT,,,,,,,,7.25,5.04,3.35,,Internal graining is not shown.,Pinpoint,17/01/2025 12:00:00 AM,0.00,,True,,7500.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2514219780,,INDIA,0.00000,False,,1.438,,A
SP-009,EM,H,VVS1,GIA,2518378042,,1.08000,2640.04000,-49.23000,INDIA,7.00x4.83x3.27,67.60,63.00,0.00,0.00,0.00,0.00,Slightly Thick,,0.00,Polished,None,None,EX,EX,NONE,,,,,,,,7.00,4.83,3.27,,,Pinpoint,07/02/2025 12:00:00 AM,0.00,,True,None,5200.00000,0.00,,,,Yes,,,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2518378042,,INDIA,0.00000,False,,1.449,,A
SP-010,EM,H,VVS1,GIA,1427163090,,1.09000,2652.00000,-49.00000,INDIA,7.24x4.83x3.20,66.30,65.00,0.00,0.00,0.00,0.00,Thin to Medium,Thin,0.00,,None,None,EX,EX,NONE,,,,,,,,7.24,4.83,3.20,,,Feather,01/02/2022 12:00:00 AM,0.00,,True,None,5200.00000,0.00,,,,Yes,,,,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1427163090,R2NET_SEGOMA,INDIA,0.00000,False,,1.499,,M
